Address,Building City,Building State,Building ZIP,Building Footprint,Building Footprint Sq Ft,Parcel Number,Year Built,Effective Year Built,Property Use,Stories,Land Area,Construction Type,Tax District,Land Value,Primary Aerial Source,Primary Aerial Image URL,Primary Aerial Photo Date,Primary Aerial Image File,Denver GIS Aerial Image URL,Denver GIS Aerial Photo Date,Denver GIS Aerial Image File
9231 E ARAPAHOE RD  Unit U,GREENWOODVILLAGE,CO,80112,"POLYGON ((3174054.2834993298165500 1642735.7925006507430226, 3174269.2409993307664990 1642737.9415006379131228, 3174269.8664993257261813 1642675.4285006469581276, 3174197.5849993210285902 1642674.7060006528627127, 3174166.6629993314854801 1642674.3970006534364074, 3174054.8874993324279785 1642673.2795006353408098, 3174054.7774993376806378 1642684.2645006563980132, 3174046.3184993253089488 1642684.1800006569828838, 3174045.9099993300624192 1642725.0135006560012698, 3174054.3894993364810944 1642725.0980006461031735, 3174054.2834993298165500 1642735.7925006507430226))",13786,207522334001,,,Lodging 2215              Commercial,,2.30,Commercial,,2003440.0,Arapahoe County Aerials,https://gis.arapahoegov.com/arcgis/rest/services/Aerials/ImageServer/exportImage?bbox=3173967.525%2C1642594.895%2C3174348.251%2C1642816.326&bboxSR=3857&imageSR=3857&size=640%2C640&format=jpgpng&f=image,20240301,,,,
15253 E FREMONT DR,CENTENNIAL,CO,80112,"POLYGON ((3194045.3664993299171329 1639567.4000006553251296, 3194128.4069993342272937 1639567.7045006430707872, 3194128.7264993260614574 1639480.3905006411951035, 3194142.7409993181936443 1639480.4420006445143372, 3194142.9174993350170553 1639432.1400006462354213, 3194142.9869993338361382 1639413.1265006442554295, 3194045.9909993261098862 1639412.7710006390698254, 3194045.3664993299171329 1639567.4000006553251296))",13780,207330409004,,,Warehouse/Storage 2235              Industrial,,1.50,Industrial,,457380.0,Arapahoe County Aerials,https://gis.arapahoegov.com/arcgis/rest/services/Aerials/ImageServer/exportImage?bbox=3193991.140%2C1639358.544%2C3194197.214%2C1639621.931&bboxSR=3857&imageSR=3857&size=640%2C640&format=jpgpng&f=image,20240301,,,,
7026 S TUCSON WAY,CENTENNIAL,CO,80112,"POLYGON ((3187572.1054993271827698 1640345.2295006425119936, 3187572.2379993340000510 1640369.8350006327964365, 3187572.2799993297085166 1640377.7100006428081542, 3187664.5914993323385715 1640377.2155006453394890, 3187663.7674993285909295 1640223.7395006432197988, 3187576.1474993200972676 1640224.2100006465334445, 3187576.6204993319697678 1640312.2325006374157965, 3187571.9289993294514716 1640312.2575006340630352, 3187572.1054993271827698 1640345.2295006425119936))",13755,207525115004,,,Warehouse/Storage 2235              Commercial,,0.99,Commercial,,301868.0,Arapahoe County Aerials,https://gis.arapahoegov.com/arcgis/rest/services/Aerials/ImageServer/exportImage?bbox=3187518.039%2C1640169.850%2C3187718.481%2C1640431.600&bboxSR=3857&imageSR=3857&size=640%2C640&format=jpgpng&f=image,20240301,,,,
7201 S FULTON ST,CENTENNIAL,CO,80112,"POLYGON ((3176852.2114993291907012 1638844.1980006466619670, 3176876.2764993314631283 1638844.2090006473008543, 3176876.2414993350394070 1638923.6290006306953728, 3176982.8834993224591017 1638923.6755006548482925, 3176982.9354993249289691 1638804.1505006547085941, 3176852.2289993311278522 1638804.0925006468314677, 3176852.2114993291907012 1638844.1980006466619670))",13712,207527417004,,,Warehouse/Storage 2235              Commercial,,4.75,Commercial,,1487304.0,Arapahoe County Aerials,https://gis.arapahoegov.com/arcgis/rest/services/Aerials/ImageServer/exportImage?bbox=3176806.458%2C1638758.339%2C3177028.689%2C1638969.429&bboxSR=3857&imageSR=3857&size=640%2C640&format=jpgpng&f=image,20240301,,,,
7315 S REVERE PKY,CENTENNIAL,CO,80112,"POLYGON ((3185069.4169993223622441 1638475.4080006524454802, 3185068.4759993231855333 1638539.5345006505958736, 3185087.7604993283748627 1638539.8170006370637566, 3185272.1339993290603161 1638542.5230006501078606, 3185278.7224993272684515 1638542.6195006372872740, 3185279.6754993316717446 1638477.6990006514824927, 3185278.7629993204027414 1638477.6860006549395621, 3185069.4289993289858103 1638474.6135006514377892, 3185069.4169993223622441 1638475.4080006524454802))",13652,207525305001,,,Warehouse/Storage 2235              Commercial,,6.11,Commercial,,1862756.0,Arapahoe County Aerials,https://gis.arapahoegov.com/arcgis/rest/services/Aerials/ImageServer/exportImage?bbox=3184994.556%2C1638400.694%2C3185353.595%2C1638616.539&bboxSR=3857&imageSR=3857&size=640%2C640&format=jpgpng&f=image,20240301,,,,
98  INVERNESS DR E,ENGLEWOOD,CO,80112,"POLYGON ((3179302.4629993261769414 1636193.9505006466060877, 3179134.0339993326924741 1636192.7990006301552057, 3179134.0529993325471878 1636190.1095006442628801, 3179127.4269993328489363 1636190.0640006347093731, 3179127.3804993317462504 1636196.8015006366185844, 3179129.9799993312917650 1636196.8190006506629288, 3179129.5134993367828429 1636265.0970006512943655, 3179126.7414993424899876 1636265.0780006453860551, 3179126.6929993322119117 1636272.2205006538424641, 3179134.0514993206597865 1636272.2705006534233689, 3179134.0714993355795741 1636269.2580006506759673, 3179302.2894993303343654 1636270.4075006467755884, 3179302.2679993361234665 1636273.5120006466750056, 3179308.2734993239864707 1636273.5530006415210664, 3179308.3164993165992200 1636267.1265006412286311, 3179306.4429993396624923 1636267.1135006414260715, 3179306.9149993313476443 1636198.0090006464160979, 3179309.1674993336200714 1636198.0240006451494992, 3179309.2114993343129754 1636191.6050006486475468, 3179302.4794993242248893 1636191.5590006501879543, 3179302.4629993261769414 1636193.9505006466060877))",13640,207535210001,,,Offices 2220              Commercial,,2.46,Commercial,,1611285.0,Arapahoe County Aerials,https://gis.arapahoegov.com/arcgis/rest/services/Aerials/ImageServer/exportImage?bbox=3179062.812%2C1636126.183%2C3179373.093%2C1636337.434&bboxSR=3857&imageSR=3857&size=640%2C640&format=jpgpng&f=image,20240301,,,,
7271 S EAGLE ST,CENTENNIAL,CO,80112,"POLYGON ((3191959.7819993305020034 1638747.8180006488692015, 3191959.3224993348121643 1638556.4195006415247917, 3191924.6464993292465806 1638556.5025006460491568, 3191897.6089993268251419 1638556.5675006534438580, 3191898.1364993248134851 1638776.1430006485898048, 3191959.8499993244186044 1638775.9945006442721933, 3191959.7819993305020034 1638747.8180006488692015))",13551,207330419003,,,Warehouse/Storage 2235              Industrial,,5.29,Industrial,,1612821.0,Arapahoe County Aerials,https://gis.arapahoegov.com/arcgis/rest/services/Aerials/ImageServer/exportImage?bbox=3191820.706%2C1638479.516%2C3192036.753%2C1638853.046&bboxSR=3857&imageSR=3857&size=640%2C640&format=jpgpng&f=image,20240301,,,,
4  INVERNESS CT E,ENGLEWOOD,CO,80112,"POLYGON ((3178914.4829993238672614 1632378.0665006421040744, 3178931.5349993277341127 1632484.9585006514098495, 3178952.8619993305765092 1632481.5560006464365870, 3179008.9099993254058063 1632472.6145006392616779, 3179049.9544993336312473 1632466.0670006407890469, 3179043.2249993220902979 1632423.8830006569623947, 3179067.9469993254169822 1632419.9385006492957473, 3179064.3229993241839111 1632397.2245006409939378, 3179039.0284993373788893 1632401.2595006448682398, 3179032.3289993247017264 1632359.2660006412770599, 3178914.4829993238672614 1632378.0665006421040744))",13531,207535313002,,,Offices 2220              Commercial,,1.59,Commercial,,1081050.0,Arapahoe County Aerials,https://gis.arapahoegov.com/arcgis/rest/services/Aerials/ImageServer/exportImage?bbox=3178860.771%2C1632305.554%2C3179121.659%2C1632538.671&bboxSR=3857&imageSR=3857&size=640%2C640&format=jpgpng&f=image,20240301,,,,
7200 S ALTON WAY,CENTENNIAL,CO,80112,"POLYGON ((3174382.0609993338584900 1639232.1410006545484066, 3174392.5929993200115860 1639229.2870006326120347, 3174392.8919993326999247 1639230.3905006363056600, 3174393.7864993405528367 1639231.4335006438195705, 3174394.5699993218295276 1639232.1180006538052112, 3174395.6669993265531957 1639232.8570006443187594, 3174397.1314993393607438 1639233.5970006466377527, 3174398.1464993334375322 1639233.8030006482731551, 3174398.9644993231631815 1639233.9195006438530982, 3174410.7129993312992156 1639230.7365006445907056, 3174411.5319993328303099 1639229.9235006480012089, 3174412.3514993251301348 1639228.7905006576329470, 3174413.0199993248097599 1639227.4880006429739296, 3174413.2549993209540844 1639225.9640006478875875, 3174413.3919993340969086 1639224.8045006569009274, 3174413.1009993278421462 1639223.7305006401147693, 3174415.8084993334487081 1639222.9970006393268704, 3174427.1484993230551481 1639219.9245006509590894, 3174429.8774993252009153 1639219.4340006485581398, 3174432.5914993276819587 1639218.5200006379745901, 3174434.7894993280060589 1639217.0270006367936730, 3174436.7009993284009397 1639214.8980006519705057, 3174438.0939993257634342 1639212.3640006422065198, 3174438.6819993243552744 1639209.1350006535649300, 3174438.5749993240460753 1639206.5375006403774023, 3174437.5919993291608989 1639202.8945006495341659, 3174402.1434993296861649 1639072.0650006541982293, 3174400.3204993298277259 1639067.9240006357431412, 3174398.3649993278086185 1639065.9555006523150951, 3174395.7734993272460997 1639064.4460006486624479, 3174392.8334993305616081 1639063.6860006563365459, 3174389.7164993295446038 1639063.9555006492882967, 3174387.2094993288628757 1639064.4135006479918957, 3174374.0354993338696659 1639067.9830006461124867, 3174368.6459993291646242 1639069.4430006514303386, 3174368.1359993354417384 1639067.5965006379410625, 3174366.7759993188083172 1639066.1280006568413228, 3174365.7569993287324905 1639065.4160006344318390, 3174364.5799993271939456 1639064.9390006391331553, 3174363.0084993229247630 1639064.7750006502028555, 3174352.4744993261992931 1639067.6840006480924785, 3174350.4884993289597332 1639069.2790006350260228, 3174349.4604993308894336 1639070.6895006452687085, 3174349.0594993224367499 1639072.4960006601177156, 3174348.7369993333704770 1639074.2240006455685943, 3174348.8949993257410824 1639074.7945006447844207, 3174344.2789993365295231 1639076.0455006500706077, 3174329.5264993291348219 1639080.0425006423611194, 3174329.2484993343241513 1639080.1180006461217999, 3174326.7054993305355310 1639081.3530006378423423, 3174324.6804993278346956 1639082.7315006454009563, 3174322.8279993245378137 1639084.5715006422251463, 3174321.6099993307143450 1639086.5870006452314556, 3174321.0814993223175406 1639089.4125006338581443, 3174321.4164993260055780 1639092.6450006437953562, 3174321.6714993258938193 1639093.4660006547346711, 3174322.6689993240870535 1639096.6730006418656558, 3174343.5914993230253458 1639173.8845006325282156, 3174351.3179993350058794 1639202.3995006417389959, 3174358.0714993374422193 1639227.3255006396211684, 3174358.6379993236623704 1639229.6970006490591913, 3174359.7279993267729878 1639231.5480006404686719, 3174361.4529993184842169 1639233.2845006536226720, 3174363.5254993252456188 1639234.6765006345231086, 3174366.1189993326552212 1639235.7235006340779364, 3174369.4074993282556534 1639235.7920006474014372, 3174374.2449993318878114 1639234.2585006465669721, 3174382.0609993338584900 1639232.1410006545484066))",13476,207527309002,,,Offices 2220              Commercial,,6.64,Commercial,,2940170.0,Arapahoe County Aerials,https://gis.arapahoegov.com/arcgis/rest/services/Aerials/ImageServer/exportImage?bbox=3174260.844%2C1639003.449%2C3174498.919%2C1639296.029&bboxSR=3857&imageSR=3857&size=640%2C640&format=jpgpng&f=image,20240301,,,,
9940 E COSTILLA AVE,CENTENNIAL,CO,80112,"POLYGON ((3176498.7304993262514472 1640197.1690006537828594, 3176498.7319993209093809 1640196.5685006419662386, 3176477.5874993335455656 1640196.5170006414409727, 3176476.7449993360787630 1640542.3495006458833814, 3176467.0709993210621178 1640542.3265006421133876, 3176466.5839993353001773 1640742.0185006393585354, 3176480.9634993229992688 1640742.0535006434656680, 3176497.4024993330240250 1640742.0935006448999047, 3176497.4134993283078074 1640737.5965006321202964, 3176498.7304993262514472 1640197.1690006537828594))",13467,207527107002,,,Warehouse/Storage 2235              Commercial,,3.91,Commercial,,2042820.0,Arapahoe County Aerials,https://gis.arapahoegov.com/arcgis/rest/services/Aerials/ImageServer/exportImage?bbox=3176275.632%2C1640005.565%2C3176689.684%2C1640933.045&bboxSR=3857&imageSR=3857&size=640%2C640&format=jpgpng&f=image,20240301,,,,
7700 E ARAPAHOE RD,CENTENNIAL,CO,80112,"POLYGON ((3169309.0619993368163705 1642017.1795006461907178, 3169310.1099993274547160 1641900.3605006407015026, 3169307.6979993269778788 1641897.9110006392002106, 3169294.7364993309602141 1641897.7955006370320916, 3169295.3409993378445506 1641830.4115006509236991, 3169292.9999993299134076 1641827.6395006584934890, 3169231.4314993326552212 1641827.0870006319601089, 3169228.9814993278123438 1641829.5840006507933140, 3169228.1124993297271430 1641926.4750006424728781, 3169228.0934993303380907 1641928.5800006485078484, 3169229.8449993268586695 1641929.4035006475169212, 3169242.8064993224106729 1641929.5200006430968642, 3169242.0249993321485817 1642016.6700006378814578, 3169244.3934993278235197 1642019.4430006542243063, 3169271.4514993275515735 1642019.6860006495844573, 3169271.4019993287511170 1642025.1565006419550627, 3169273.9799993401393294 1642028.0935006472282112, 3169287.4274993245489895 1642028.2145006421487778, 3169289.0649993256665766 1642025.9395006473641843, 3169289.1249993364326656 1642019.2965006367303431, 3169306.6144993305206299 1642019.4530006463173777, 3169309.0619993368163705 1642017.1795006461907178))",13429,207528215009,,,Offices 2220              Commercial,,2.59,Commercial,,1123840.0,Arapahoe County Aerials,https://gis.arapahoegov.com/arcgis/rest/services/Aerials/ImageServer/exportImage?bbox=3169157.699%2C1641756.692%2C3169380.505%2C1642098.609&bboxSR=3857&imageSR=3857&size=640%2C640&format=jpgpng&f=image,20240301,,,,
12351 E ARAPAHOE RD,CENTENNIAL,CO,80112,"POLYGON ((3184699.5259993202053010 1642464.8510006389115006, 3184598.1604993329383433 1642464.8010006484109908, 3184598.1499993395991623 1642485.9720006438437849, 3184567.5499993320554495 1642485.9565006317570806, 3184567.5129993245936930 1642560.2665006436873227, 3184657.4474993292242289 1642560.3105006462428719, 3184657.4339993251487613 1642587.7540006390772760, 3184670.3089993298053741 1642587.7605006403755397, 3184670.3049993361346424 1642596.0800006389617920, 3184694.8574993298389018 1642596.0925006496254355, 3184694.8614993211813271 1642588.1945006388705224, 3184707.1984993387013674 1642588.2010006494820118, 3184707.2064993218518794 1642571.5010006460361183, 3184699.1604993329383433 1642571.4970006328076124, 3184699.1889993245713413 1642513.9285006416030228, 3184699.2114993361756206 1642468.5395006481558084, 3184699.5239993333816528 1642468.5395006451290101, 3184699.5259993202053010 1642464.8510006389115006))",13409,207524332002,,,Special Purpose 2230              Commercial,,4.50,Commercial,,1411603.0,Arapahoe County Aerials,https://gis.arapahoegov.com/arcgis/rest/services/Aerials/ImageServer/exportImage?bbox=3184518.620%2C1642415.908%2C3184756.099%2C1642644.985&bboxSR=3857&imageSR=3857&size=640%2C640&format=jpgpng&f=image,20240301,,,,
6810 S JORDAN RD,CENTENNIAL,CO,80112,"POLYGON ((3191752.9949993290938437 1641741.5895006430801004, 3191765.5114993345923722 1641713.9735006487462670, 3191793.2324993303045630 1641726.5380006537307054, 3191854.8264993247576058 1641590.6360006548929960, 3191782.3824993250891566 1641557.8025006372481585, 3191708.2709993268363178 1641721.3190006481017917, 3191752.9949993290938437 1641741.5895006430801004))",13357,207330106001,,,Warehouse/Storage 2235              Commercial,,0.84,Commercial,,256823.0,Arapahoe County Aerials,https://gis.arapahoegov.com/arcgis/rest/services/Aerials/ImageServer/exportImage?bbox=3191643.946%2C1641493.477%2C3191919.152%2C1641805.915&bboxSR=3857&imageSR=3857&size=640%2C640&format=jpgpng&f=image,20240301,,,,
19  INVERNESS WAY E,ENGLEWOOD,CO,80112,"POLYGON ((3181257.4829993220046163 1631791.2815006547607481, 3181217.6299993218854070 1631790.9875006449874490, 3181217.8184993267059326 1631765.4460006516892463, 3181176.4654993251897395 1631765.1410006596706808, 3181175.1644993266090751 1631941.5500006407964975, 3181256.3699993328191340 1631942.1490006397943944, 3181257.4829993220046163 1631791.2815006547607481))",13308,207535409001,,,Warehouse/Storage 2235              Industrial,,2.32,Industrial,,452808.0,Arapahoe County Aerials,https://gis.arapahoegov.com/arcgis/rest/services/Aerials/ImageServer/exportImage?bbox=3181113.212%2C1631703.188%2C3181319.436%2C1632004.102&bboxSR=3857&imageSR=3857&size=640%2C640&format=jpgpng&f=image,20240301,,,,
6720 S DAWSON CIR,CENTENNIAL,CO,80112,"POLYGON ((3191655.7354993210174143 1642013.5920006446540356, 3191811.6394993360154331 1642016.5785006603691727, 3191813.2869993261992931 1641930.5865006498061121, 3191710.6404993236064911 1641928.6200006469152868, 3191710.5629993192851543 1641932.6665006466209888, 3191686.1504993285052478 1641932.1990006510168314, 3191686.2254993286915123 1641928.3010006495751441, 3191657.3804993326775730 1641927.7485006502829492, 3191657.2359993327409029 1641935.2745006470941007, 3191655.7354993210174143 1642013.5920006446540356))",13308,207330102014,,,Warehouse/Storage 2235              Commercial,,3.05,Commercial,,1377201.0,Arapahoe County Aerials,https://gis.arapahoegov.com/arcgis/rest/services/Aerials/ImageServer/exportImage?bbox=3191600.592%2C1641872.605%2C3191868.430%2C1642071.722&bboxSR=3857&imageSR=3857&size=640%2C640&format=jpgpng&f=image,20240301,,,,
